iter	Logloss
654	0.2150318113
655	0.2146423739
656	0.2143816481
657	0.2140305527
658	0.2137244972
659	0.2134738206
660	0.2132286509
661	0.212878398
662	0.2127258831
663	0.2125005158
664	0.2122995791
665	0.2119681293
666	0.2117248086
667	0.2114050573
668	0.2109891648
669	0.2106369131
670	0.2102899114
671	0.2101302998
672	0.2097609517
673	0.2095280166
674	0.2093283981
675	0.2088887433
676	0.2086326507
677	0.2084488398
678	0.2079829317
679	0.2077439416
680	0.2076281204
681	0.2075133193
682	0.2071792773
683	0.2068617075
684	0.2065314949
685	0.2061114957
686	0.2059375816
687	0.2056578668
688	0.205329884
689	0.204957885
690	0.2045899848
691	0.2041961217
692	0.2036278849
693	0.2035708009
694	0.2032842258
695	0.2030143521
696	0.202683064
697	0.2023014108
698	0.2020104014
699	0.201870818
700	0.2016808783
701	0.2014638449
702	0.2011133588
703	0.2008841159
704	0.2006956901
705	0.2003802121
706	0.2002078064
707	0.1997461542
708	0.1995431673
709	0.1990655649
710	0.1989229996
711	0.198685654
712	0.198395548
713	0.198133348
714	0.1977741633
715	0.1975324403
716	0.1971516138
717	0.1968058998
718	0.1963981187
719	0.1961136413
720	0.1958573673
721	0.1954261825
722	0.1951738041
723	0.1950403792
724	0.1946292044
725	0.1943439543
726	0.1940877246
727	0.193825569
728	0.1936633557
729	0.1935313064
730	0.1933281609
731	0.1929747565
732	0.1928335727
733	0.192656704
734	0.1924804103
735	0.1922492625
736	0.1919473543
737	0.1916776889
738	0.1912895099
739	0.1909941714
740	0.1907022815
741	0.1904917309
742	0.1903399873
743	0.1901797667
744	0.1898468545
745	0.1895255414
746	0.1894434118
747	0.1892640741
748	0.1890050808
749	0.1888462226
750	0.188590234
751	0.1883640903
752	0.1882239048
753	0.1878070505
754	0.187682008
755	0.1874928587
756	0.1873704813
757	0.1872306792
758	0.1869713141
759	0.1867946266
760	0.1864899706
761	0.1863183767
762	0.1860417922
763	0.185821907
764	0.1857195857
765	0.1854465553
766	0.1850932668
767	0.1849579528
768	0.1845811383
769	0.1842593498
770	0.1840574621
771	0.1839139864
772	0.18370801
773	0.1835062938
774	0.1832504929
775	0.1831034088
776	0.1827956936
777	0.1826331122
778	0.1823967526
779	0.1821051026
780	0.1818186061
781	0.1815733515
782	0.1814515914
783	0.1812228741
784	0.1810232919
785	0.1807314811
786	0.1805352006
787	0.1803832377
788	0.1801413884
789	0.179907379
790	0.1797829329
791	0.179524859
792	0.17933203
793	0.1790840826
794	0.1788293412
795	0.1786865672
796	0.1783562427
797	0.1781752306
798	0.177827603
799	0.1776805762
800	0.177403254
801	0.1771982079
802	0.1770654563
803	0.1768338211
804	0.1767348636
805	0.1764259767
806	0.1762609707
807	0.1760451496
808	0.175878459
809	0.1756926489
810	0.1754877258
811	0.1752775908
812	0.1750464214
813	0.1748927085
814	0.1748011552
815	0.174430924
816	0.1741596085
817	0.1739688514
818	0.1735786054
819	0.1731802784
820	0.1729438169
821	0.1727257111
822	0.1724417609
823	0.1722519632
824	0.1719579927
825	0.1717437697
826	0.171559655
827	0.1714355922
828	0.1712043245
829	0.1710166681
830	0.1709059973
831	0.1706681427
832	0.1704516436
833	0.1701144187
834	0.1698834721
835	0.1696310924
836	0.1693304946
837	0.1690875072
838	0.1688626512
839	0.1686774908
840	0.1684459189
841	0.1683032541
842	0.1681287903
843	0.1678196639
844	0.1676110188
845	0.167417018
846	0.167255358
847	0.1670766656
848	0.1669683929
849	0.1668578496
850	0.1665370858
851	0.16637508
852	0.1662522261
853	0.1660807525
854	0.165908418
855	0.1657174382
856	0.165534465
857	0.1652151329
858	0.1650748292
859	0.1649513218
860	0.1646583641
861	0.1642321354
862	0.1640653888
863	0.1639214907
864	0.1636773522
865	0.1634159117
866	0.1632433218
867	0.1631026978
868	0.1629038505
869	0.1627528522
870	0.1625129189
871	0.1623488779
872	0.162133516
873	0.1618798389
874	0.1616908865
875	0.1615227171
876	0.1613692579
877	0.1611935012
878	0.1610201013
879	0.1608178502
880	0.160697508
881	0.1603373206
882	0.1601183014
883	0.1599374582
884	0.1597885486
885	0.1596762534
886	0.1593161574
887	0.1591663658
888	0.1590066238
889	0.1586988676
890	0.1586506998
891	0.1584678868
892	0.1582477979
893	0.15804272
894	0.1579368705
895	0.1578118144
896	0.1576049267
897	0.1573853521
898	0.1572398944
899	0.1571286349
900	0.1569004797
901	0.1567019674
902	0.1565090356
903	0.1563497604
904	0.1562643673
905	0.156101686
906	0.1559271537
907	0.1556608062
908	0.1555405649
909	0.155395019
910	0.1551742237
911	0.1550519777
912	0.1547806414
913	0.1546025968
914	0.1545265324
915	0.1542533959
916	0.1540309046
917	0.1537902177
918	0.1536570557
919	0.1534476553
920	0.1532047686
921	0.1530847863
922	0.152913123
923	0.1526636495
924	0.1524809749
925	0.1522787544
926	0.1521201139
927	0.1520449264
928	0.1518154475
929	0.1516746548
930	0.1514435021
931	0.1513072122
932	0.1511673812
933	0.1510050098
934	0.1508584357
935	0.1506930111
936	0.1505642052
937	0.1504340316
938	0.1503472312
939	0.1501694377
940	0.1500448336
941	0.1498218413
942	0.1496468088
943	0.1494145184
944	0.1491521988
945	0.1489616417
946	0.1487883673
947	0.1486831127
948	0.1485437271
949	0.1483885067
950	0.1481513202
951	0.1480005679
952	0.1478000862
953	0.1475183705
954	0.1473030946
955	0.1470646589
956	0.1469184207
957	0.1467803515
958	0.1466405528
959	0.1464590702
960	0.146283598
961	0.1461959295
962	0.1461240086
963	0.1458524558
964	0.1456048668
965	0.1454507009
966	0.1452099724
967	0.1449538992
968	0.1448215762
969	0.1445913384
970	0.1444580809
971	0.1441609047
972	0.1440453995
973	0.1438859489
974	0.1438400906
975	0.1436875556
976	0.1435241469
977	0.1432429385
978	0.1431383133
979	0.1429202483
980	0.1427038877
981	0.142587321
982	0.1424229848
983	0.1422268319
984	0.1420778323
985	0.1418769442
986	0.1416815696
987	0.1414725521
988	0.1412761185
989	0.1411871706
990	0.1410780992
991	0.1409402477
992	0.1408219764
993	0.1407041006
994	0.1405265401
995	0.1403597523
996	0.1400741615
997	0.1399702824
998	0.1398965883
999	0.1397316265
